index,Isolate,AMIKACIN,AMOXICILLIN,AMOXICILLIN_CLAVULANATE,CAPREOMYCIN,CIPROFLOXACIN,CLARITHROMYCIN,CLOFAZIMINE,CYCLOSERINE,ETHAMBUTOL,ETHIONAMIDE,GATIFLOXACIN,ISONIAZID,KANAMYCIN,LEVOFLOXACIN,MOXIFLOXACIN,NICOTINAMIDE,OFLOXACIN,PARA-AMINOSALICYLIC_ACID,PROTHIONAMIDE,PYRAZINAMIDE,RIFABUTIN,RIFAMPICIN,STREPTOMYCIN,category,ETHIOMIDE,IMIPENEM,LINEZOLID,OXIFLOXACIN,PARA_AMINOSALICYLIC_ACID,run,run_combined,bioproject,biosample,internal,path,Isolate_original,accessions
17482,ERR2512456,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2512456,ERR2512456,PRJEB25991,SAMEA1117637,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2512456.cut.vcf,ERR2512456,ERR2512456
17498,ERR2512440,,,,,,,,,S,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2512440,ERR2512440,PRJEB25991,SAMEA1117621,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2512440.cut.vcf,ERR2512440,ERR2512440
17553,ERR2510883,,,,,,,,,S,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510883,ERR2510883,PRJEB25972,SAMEA1103157,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510883.cut.vcf,ERR2510883,ERR2510883
17556,ERR2510880,,,,,,,,,S,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510880,ERR2510880,PRJEB25972,SAMEA1103154,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510880.cut.vcf,ERR2510880,ERR2510880
17558,ERR2510878,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510878,ERR2510878,PRJEB25972,SAMEA1103152,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510878.cut.vcf,ERR2510878,ERR2510878
17561,ERR2510875,,,,,,,,,NAN,,,R,,,,,,,,NAN,,R,,set4_matthias_new_vcf,,,,,,ERR2510875,ERR2510875,PRJEB25972,SAMEA1103149,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510875.cut.vcf,ERR2510875,ERR2510875
17566,ERR2510870,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510870,ERR2510870,PRJEB25972,SAMEA1103144,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510870.cut.vcf,ERR2510870,ERR2510870
17567,ERR2510869,,,,,,,,,R,,,R,,,,,,,,NAN,,R,,set4_matthias_new_vcf,,,,,,ERR2510869,ERR2510869,PRJEB25972,SAMEA1103143,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510869.cut.vcf,ERR2510869,ERR2510869
17574,ERR2510860,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510860,ERR2510860,PRJEB25972,SAMEA1103134,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510860.cut.vcf,ERR2510860,ERR2510860
17576,ERR2510856,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510856,ERR2510856,PRJEB25972,SAMEA1103130,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510856.cut.vcf,ERR2510856,ERR2510856
17577,ERR2510854,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510854,ERR2510854,PRJEB25972,SAMEA1103128,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510854.cut.vcf,ERR2510854,ERR2510854
17579,ERR2510852,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510852,ERR2510852,PRJEB25972,SAMEA1103126,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510852.cut.vcf,ERR2510852,ERR2510852
17580,ERR2510851,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510851,ERR2510851,PRJEB25972,SAMEA1103125,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510851.cut.vcf,ERR2510851,ERR2510851
17581,ERR2510850,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510850,ERR2510850,PRJEB25972,SAMEA1103124,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510850.cut.vcf,ERR2510850,ERR2510850
17583,ERR2510848,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510848,ERR2510848,PRJEB25972,SAMEA1103122,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510848.cut.vcf,ERR2510848,ERR2510848
17585,ERR2510846,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510846,ERR2510846,PRJEB25972,SAMEA1103120,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510846.cut.vcf,ERR2510846,ERR2510846
17588,ERR2510843,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510843,ERR2510843,PRJEB25972,SAMEA1103117,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510843.cut.vcf,ERR2510843,ERR2510843
17589,ERR2510842,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510842,ERR2510842,PRJEB25972,SAMEA1103116,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510842.cut.vcf,ERR2510842,ERR2510842
17590,ERR2510841,,,,,,,,,S,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510841,ERR2510841,PRJEB25972,SAMEA1103115,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510841.cut.vcf,ERR2510841,ERR2510841
17591,ERR2510840,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510840,ERR2510840,PRJEB25972,SAMEA1103114,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510840.cut.vcf,ERR2510840,ERR2510840
17598,ERR2510833,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510833,ERR2510833,PRJEB25972,SAMEA1103107,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510833.cut.vcf,ERR2510833,ERR2510833
17606,ERR2510824,,,,,,,,,NAN,,,R,,,,,,,,NAN,,R,,set4_matthias_new_vcf,,,,,,ERR2510824,ERR2510824,PRJEB25972,SAMEA1103098,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510824.cut.vcf,ERR2510824,ERR2510824
17625,ERR2510798,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510798,ERR2510798,PRJEB25972,SAMEA1102823,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510798.cut.vcf,ERR2510798,ERR2510798
17655,ERR2510765,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510765,ERR2510765,PRJEB25972,SAMEA1102749,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510765.cut.vcf,ERR2510765,ERR2510765
17656,ERR2510763,,,,,,,,,S,,,R,,,,,,,,S,,S,,set4_matthias_new_vcf,,,,,,ERR2510763,ERR2510763,PRJEB25972,SAMEA1102747,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510763.cut.vcf,ERR2510763,ERR2510763
17675,ERR2510742,,,,,,,,,S,,,S,,,,,,,,R,,S,,set4_matthias_new_vcf,,,,,,ERR2510742,ERR2510742,PRJEB25972,SAMEA1102675,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510742.cut.vcf,ERR2510742,ERR2510742
17681,ERR2510734,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510734,ERR2510734,PRJEB25972,SAMEA1102654,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510734.cut.vcf,ERR2510734,ERR2510734
17682,ERR2510733,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510733,ERR2510733,PRJEB25972,SAMEA1102653,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510733.cut.vcf,ERR2510733,ERR2510733
17683,ERR2510732,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510732,ERR2510732,PRJEB25972,SAMEA1102652,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510732.cut.vcf,ERR2510732,ERR2510732
17684,ERR2510731,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510731,ERR2510731,PRJEB25972,SAMEA1102651,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510731.cut.vcf,ERR2510731,ERR2510731
17685,ERR2510730,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510730,ERR2510730,PRJEB25972,SAMEA1102650,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510730.cut.vcf,ERR2510730,ERR2510730
17686,ERR2510729,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510729,ERR2510729,PRJEB25972,SAMEA1102649,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510729.cut.vcf,ERR2510729,ERR2510729
17687,ERR2510728,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510728,ERR2510728,PRJEB25972,SAMEA1102648,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510728.cut.vcf,ERR2510728,ERR2510728
17688,ERR2510727,,,,,,,,,NAN,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510727,ERR2510727,PRJEB25972,SAMEA1102647,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510727.cut.vcf,ERR2510727,ERR2510727
17694,ERR2510721,,,,,,,,,R,,,R,,,,,,,,S,,S,,set4_matthias_new_vcf,,,,,,ERR2510721,ERR2510721,PRJEB25972,SAMEA1102641,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510721.cut.vcf,ERR2510721,ERR2510721
17700,ERR2510715,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510715,ERR2510715,PRJEB25972,SAMEA1102630,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510715.cut.vcf,ERR2510715,ERR2510715
17702,ERR2510713,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510713,ERR2510713,PRJEB25972,SAMEA1102627,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510713.cut.vcf,ERR2510713,ERR2510713
17704,ERR2510711,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510711,ERR2510711,PRJEB25972,SAMEA1102611,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510711.cut.vcf,ERR2510711,ERR2510711
17705,ERR2510710,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510710,ERR2510710,PRJEB25972,SAMEA1102610,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510710.cut.vcf,ERR2510710,ERR2510710
17706,ERR2510709,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510709,ERR2510709,PRJEB25972,SAMEA1102609,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510709.cut.vcf,ERR2510709,ERR2510709
17708,ERR2510707,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510707,ERR2510707,PRJEB25972,SAMEA1102587,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510707.cut.vcf,ERR2510707,ERR2510707
17709,ERR2510706,,,,,,,,,S,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510706,ERR2510706,PRJEB25972,SAMEA1102586,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510706.cut.vcf,ERR2510706,ERR2510706
17710,ERR2510705,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510705,ERR2510705,PRJEB25972,SAMEA1102585,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510705.cut.vcf,ERR2510705,ERR2510705
17711,ERR2510704,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510704,ERR2510704,PRJEB25972,SAMEA1102584,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510704.cut.vcf,ERR2510704,ERR2510704
17712,ERR2510703,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510703,ERR2510703,PRJEB25972,SAMEA1102583,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510703.cut.vcf,ERR2510703,ERR2510703
17714,ERR2510701,,,,,,,,,NAN,,,R,,,,,,,,NAN,,R,,set4_matthias_new_vcf,,,,,,ERR2510701,ERR2510701,PRJEB25972,SAMEA1102578,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510701.cut.vcf,ERR2510701,ERR2510701
17715,ERR2510700,,,,,,,,,NAN,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510700,ERR2510700,PRJEB25972,SAMEA1102577,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510700.cut.vcf,ERR2510700,ERR2510700
17717,ERR2510698,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510698,ERR2510698,PRJEB25972,SAMEA1102575,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510698.cut.vcf,ERR2510698,ERR2510698
17718,ERR2510697,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510697,ERR2510697,PRJEB25972,SAMEA1102574,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510697.cut.vcf,ERR2510697,ERR2510697
17721,ERR2510694,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510694,ERR2510694,PRJEB25972,SAMEA1102569,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510694.cut.vcf,ERR2510694,ERR2510694
17723,ERR2510692,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510692,ERR2510692,PRJEB25972,SAMEA1102564,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510692.cut.vcf,ERR2510692,ERR2510692
17725,ERR2510690,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510690,ERR2510690,PRJEB25972,SAMEA1102562,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510690.cut.vcf,ERR2510690,ERR2510690
17726,ERR2510689,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510689,ERR2510689,PRJEB25972,SAMEA1102561,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510689.cut.vcf,ERR2510689,ERR2510689
17733,ERR2510682,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510682,ERR2510682,PRJEB25972,SAMEA1102552,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510682.cut.vcf,ERR2510682,ERR2510682
17734,ERR2510681,,,,,,,,,S,,,R,,,,,,,,S,,S,,set4_matthias_new_vcf,,,,,,ERR2510681,ERR2510681,PRJEB25972,SAMEA1102551,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510681.cut.vcf,ERR2510681,ERR2510681
17735,ERR2510680,,,,,,,,,S,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510680,ERR2510680,PRJEB25972,SAMEA1102550,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510680.cut.vcf,ERR2510680,ERR2510680
17736,ERR2510679,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510679,ERR2510679,PRJEB25972,SAMEA1102549,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510679.cut.vcf,ERR2510679,ERR2510679
17737,ERR2510678,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510678,ERR2510678,PRJEB25972,SAMEA1102539,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510678.cut.vcf,ERR2510678,ERR2510678
17741,ERR2510674,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510674,ERR2510674,PRJEB25972,SAMEA1102417,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510674.cut.vcf,ERR2510674,ERR2510674
17746,ERR2510668,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510668,ERR2510668,PRJEB25972,SAMEA1102404,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510668.cut.vcf,ERR2510668,ERR2510668
17749,ERR2510665,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510665,ERR2510665,PRJEB25972,SAMEA1102400,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510665.cut.vcf,ERR2510665,ERR2510665
17750,ERR2510664,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510664,ERR2510664,PRJEB25972,SAMEA1102399,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510664.cut.vcf,ERR2510664,ERR2510664
17751,ERR2510663,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510663,ERR2510663,PRJEB25972,SAMEA1102398,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510663.cut.vcf,ERR2510663,ERR2510663
17752,ERR2510662,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510662,ERR2510662,PRJEB25972,SAMEA1102397,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510662.cut.vcf,ERR2510662,ERR2510662
17754,ERR2510660,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510660,ERR2510660,PRJEB25972,SAMEA1102364,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510660.cut.vcf,ERR2510660,ERR2510660
17755,ERR2510659,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510659,ERR2510659,PRJEB25972,SAMEA1102363,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510659.cut.vcf,ERR2510659,ERR2510659
17759,ERR2510655,,,,,,,,,NAN,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510655,ERR2510655,PRJEB25972,SAMEA1102359,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510655.cut.vcf,ERR2510655,ERR2510655
17770,ERR2510644,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510644,ERR2510644,PRJEB25972,SAMEA1102347,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510644.cut.vcf,ERR2510644,ERR2510644
17771,ERR2510643,,,,,,,,,R,,,R,S,,,,R,,,S,,R,R,set4_matthias_new_vcf,,,,,,ERR2510643,ERR2510643,PRJEB25972,SAMEA1102346,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510643.cut.vcf,ERR2510643,ERR2510643
17777,ERR2510637,,,,,,,,,S,,,R,,,,,,,,NAN,,R,,set4_matthias_new_vcf,,,,,,ERR2510637,ERR2510637,PRJEB25972,SAMEA1102340,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510637.cut.vcf,ERR2510637,ERR2510637
17778,ERR2510636,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510636,ERR2510636,PRJEB25972,SAMEA1102339,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510636.cut.vcf,ERR2510636,ERR2510636
17781,ERR2510633,,,,,,,,,R,,,R,S,,,,R,,,S,,R,R,set4_matthias_new_vcf,,,,,,ERR2510633,ERR2510633,PRJEB25972,SAMEA1102336,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510633.cut.vcf,ERR2510633,ERR2510633
17782,ERR2510632,,,,,,,,,S,,,R,,,,,,,,S,,S,,set4_matthias_new_vcf,,,,,,ERR2510632,ERR2510632,PRJEB25972,SAMEA1102335,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510632.cut.vcf,ERR2510632,ERR2510632
17784,ERR2510630,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510630,ERR2510630,PRJEB25972,SAMEA1102332,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510630.cut.vcf,ERR2510630,ERR2510630
17785,ERR2510629,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510629,ERR2510629,PRJEB25972,SAMEA1102331,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510629.cut.vcf,ERR2510629,ERR2510629
17786,ERR2510628,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510628,ERR2510628,PRJEB25972,SAMEA1102330,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510628.cut.vcf,ERR2510628,ERR2510628
17792,ERR2510622,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510622,ERR2510622,PRJEB25972,SAMEA1102324,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510622.cut.vcf,ERR2510622,ERR2510622
17793,ERR2510621,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510621,ERR2510621,PRJEB25972,SAMEA1102322,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510621.cut.vcf,ERR2510621,ERR2510621
17795,ERR2510619,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510619,ERR2510619,PRJEB25972,SAMEA1102320,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510619.cut.vcf,ERR2510619,ERR2510619
17796,ERR2510618,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510618,ERR2510618,PRJEB25972,SAMEA1102319,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510618.cut.vcf,ERR2510618,ERR2510618
17800,ERR2510614,,,,,,,,,S,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510614,ERR2510614,PRJEB25972,SAMEA1102315,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510614.cut.vcf,ERR2510614,ERR2510614
17801,ERR2510613,,,,,,,,,S,,,S,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510613,ERR2510613,PRJEB25972,SAMEA1102314,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510613.cut.vcf,ERR2510613,ERR2510613
17805,ERR2510609,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510609,ERR2510609,PRJEB25972,SAMEA1102310,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510609.cut.vcf,ERR2510609,ERR2510609
17807,ERR2510607,,,,,,,,,R,,,R,,,,,,,,R,,R,,set4_matthias_new_vcf,,,,,,ERR2510607,ERR2510607,PRJEB25972,SAMEA1102308,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510607.cut.vcf,ERR2510607,ERR2510607
17813,ERR2510601,,,,,,,,,S,,,R,,,,,,,,S,,S,,set4_matthias_new_vcf,,,,,,ERR2510601,ERR2510601,PRJEB25972,SAMEA1102302,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510601.cut.vcf,ERR2510601,ERR2510601
17816,ERR2510598,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510598,ERR2510598,PRJEB25972,SAMEA1102295,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510598.cut.vcf,ERR2510598,ERR2510598
17819,ERR2510595,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510595,ERR2510595,PRJEB25972,SAMEA1102292,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510595.cut.vcf,ERR2510595,ERR2510595
17820,ERR2510594,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510594,ERR2510594,PRJEB25972,SAMEA1102291,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510594.cut.vcf,ERR2510594,ERR2510594
17821,ERR2510593,,,,,,,,,R,,,R,S,,,,S,,,R,,R,R,set4_matthias_new_vcf,,,,,,ERR2510593,ERR2510593,PRJEB25972,SAMEA1102290,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510593.cut.vcf,ERR2510593,ERR2510593
17823,ERR2510591,,,,,,,,,R,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510591,ERR2510591,PRJEB25972,SAMEA1102288,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510591.cut.vcf,ERR2510591,ERR2510591
17824,ERR2510590,,,,,,,,,S,,,R,,,,,,,,S,,R,,set4_matthias_new_vcf,,,,,,ERR2510590,ERR2510590,PRJEB25972,SAMEA1102287,,/n/data1/hms/dbmi/farhat/gentb_benchmarking_vcfs/ERR2510590.cut.vcf,ERR2510590,ERR2510590
